Date,Symbol,Open,High,Low,Close,Volume
2008-07-25,RELIANCE,2338.45,2338.45,2135.0,2147.1,7129220
2008-07-28,RELIANCE,2150.05,2189.0,2106.0,2179.9,3383436
2008-07-29,RELIANCE,2139.8,2158.95,2075.0,2083.1,3553556
2008-07-30,RELIANCE,2138.0,2174.0,2100.05,2165.5,2096377
2008-07-31,RELIANCE,2214.8,2220.0,2155.25,2207.5,3253164
2008-08-01,RELIANCE,2170.05,2313.0,2153.0,2297.6,3774513
2008-08-04,RELIANCE,2349.8,2349.8,2232.6,2242.4,4096186
2008-08-05,RELIANCE,2256.65,2286.0,2205.0,2276.05,4797583
2008-08-06,RELIANCE,2290.0,2349.0,2286.1,2298.6,4163954
2008-08-07,RELIANCE,2298.0,2316.9,2260.25,2272.6,2806584
2008-08-08,RELIANCE,2249.7,2284.0,2231.05,2251.8,3303349
2008-08-11,RELIANCE,2251.15,2336.0,2251.15,2325.25,2927085
2008-08-12,RELIANCE,2340.0,2374.5,2315.1,2347.25,3758158
2008-08-13,RELIANCE,2329.8,2376.0,2307.35,2336.85,3252519
2008-08-14,RELIANCE,2336.0,2345.0,2261.35,2276.7,2397678
2008-08-18,RELIANCE,2290.0,2290.0,2210.2,2224.8,2513403
2008-08-19,RELIANCE,2225.0,2234.0,2195.4,2219.6,2077098
2008-08-20,RELIANCE,2220.0,2260.0,2217.5,2246.35,2273633
2008-08-21,RELIANCE,2261.25,2261.25,2202.55,2212.65,1954673
2008-08-22,RELIANCE,2199.5,2259.9,2199.1,2244.8,2294686
2008-08-25,RELIANCE,2205.35,2285.0,2205.35,2232.0,1391259
2008-08-26,RELIANCE,2219.0,2219.0,2146.65,2179.35,3475808
2008-08-27,RELIANCE,2199.9,2199.9,2140.0,2148.0,3693248
2008-08-28,RELIANCE,2168.0,2168.0,2052.8,2070.85,4800181
2008-08-29,RELIANCE,2140.0,2147.9,2099.0,2136.2,2517428
2008-09-01,RELIANCE,2120.0,2165.45,2103.0,2141.65,2288933
2008-09-02,RELIANCE,2140.0,2225.0,2125.0,2212.75,2521424
2008-09-04,RELIANCE,2250.0,2250.0,2132.0,2152.25,2663348
2008-09-05,RELIANCE,2105.0,2105.0,2065.0,2080.9,3225044
2008-09-08,RELIANCE,2190.0,2190.0,2125.0,2133.2,2868523
2008-09-09,RELIANCE,2145.0,2159.0,2086.55,2142.55,1970535
2008-09-10,RELIANCE,2129.95,2134.7,2072.0,2082.65,3817866
2008-09-11,RELIANCE,2070.0,2070.0,1982.25,1997.4,5691958
2008-09-12,RELIANCE,2028.95,2040.0,1919.7,1932.65,6817991
2008-09-15,RELIANCE,1889.7,1900.0,1823.25,1886.95,5023992
2008-09-16,RELIANCE,1800.0,1935.0,1800.0,1928.05,4476452
2008-09-17,RELIANCE,1960.0,1960.0,1848.5,1876.65,4034391
2008-09-18,RELIANCE,1802.0,1948.0,1765.0,1938.25,8745924
2008-09-19,RELIANCE,1981.0,2071.95,1960.0,2055.1,5157010
2008-09-22,RELIANCE,2100.0,2110.0,2016.3,2039.1,5798887
2008-09-23,RELIANCE,2000.0,2096.4,2000.0,2006.45,5184886
2008-09-24,RELIANCE,1990.05,2064.95,1990.05,2046.1,5464106
2008-09-25,RELIANCE,2041.1,2059.7,1993.0,2025.7,4918882
2008-09-26,RELIANCE,2018.0,2035.0,1956.2,1963.2,3470456
2008-09-29,RELIANCE,1975.0,1980.0,1881.0,1932.85,6063788
2008-09-30,RELIANCE,1889.9,1985.0,1805.4,1949.35,6794615
2008-10-01,RELIANCE,1960.0,1963.0,1883.45,1906.7,3475963
2008-10-03,RELIANCE,1959.0,1959.0,1745.65,1761.45,10688459
2008-10-06,RELIANCE,1729.0,1749.0,1632.6,1641.6,6053146
2008-10-07,RELIANCE,1661.15,1712.0,1613.5,1674.65,6456317
2008-10-08,RELIANCE,1630.0,1665.9,1508.9,1648.55,7673196
2008-10-10,RELIANCE,1599.7,1599.7,1477.0,1527.6,8394546
2008-10-13,RELIANCE,1558.0,1594.0,1550.2,1571.4,4466997
2008-10-14,RELIANCE,1625.0,1668.0,1610.0,1621.05,4625862
2008-10-15,RELIANCE,1590.05,1599.7,1506.45,1520.2,5172738
2008-10-16,RELIANCE,1450.0,1465.0,1325.0,1391.95,10250021
2008-10-17,RELIANCE,1400.0,1440.0,1286.8,1306.05,7155727
2008-10-20,RELIANCE,1329.95,1380.0,1281.0,1320.9,7029875
2008-10-21,RELIANCE,1350.0,1425.0,1323.5,1394.95,6723686
2008-10-22,RELIANCE,1372.55,1373.55,1305.5,1316.8,4467280
2008-10-23,RELIANCE,1271.0,1296.9,1195.4,1217.65,7147612
2008-10-24,RELIANCE,1200.0,1209.8,990.0,1019.5,9257453
2008-10-27,RELIANCE,1027.15,1090.0,930.0,1077.0,9895825
2008-10-28,RELIANCE,1170.0,1170.0,1120.0,1153.0,1550317
2008-10-29,RELIANCE,1200.0,1217.9,1149.0,1201.75,7771683
2008-10-31,RELIANCE,1264.95,1394.95,1235.35,1375.45,10466939
2008-11-03,RELIANCE,1439.0,1455.0,1397.1,1441.7,7050582
2008-11-04,RELIANCE,1450.0,1464.0,1375.2,1451.6,6263438
2008-11-05,RELIANCE,1505.2,1505.2,1238.3,1269.05,11704998
2008-11-06,RELIANCE,1199.7,1233.0,1156.3,1170.55,9580735
2008-11-07,RELIANCE,1173.0,1239.8,1151.3,1220.75,7157451
2008-11-10,RELIANCE,1250.3,1308.75,1235.0,1303.1,4959086
2008-11-11,RELIANCE,1280.1,1290.0,1194.05,1207.7,6816077
2008-11-12,RELIANCE,1200.0,1206.6,1142.55,1162.2,8267192
2008-11-14,RELIANCE,1189.4,1195.0,1087.35,1146.75,11272905
2008-11-17,RELIANCE,1150.0,1169.9,1078.35,1141.4,7437912
2008-11-18,RELIANCE,1102.05,1152.0,1070.35,1139.95,7351488
2008-11-19,RELIANCE,1151.25,1221.85,1115.0,1132.45,10156564
2008-11-20,RELIANCE,1085.0,1099.0,1040.0,1056.05,7752644
2008-11-21,RELIANCE,1065.0,1156.0,1032.1,1124.35,8694181
2008-11-24,RELIANCE,1176.55,1176.55,1075.0,1144.8,7481339
2008-11-25,RELIANCE,1170.0,1188.8,1051.0,1071.8,7571705
2008-11-26,RELIANCE,1066.65,1147.0,1066.65,1138.9,8489033
2008-11-28,RELIANCE,1120.0,1169.7,1091.0,1134.45,7291509
2008-12-01,RELIANCE,1125.3,1180.0,1098.15,1109.4,6362857
2008-12-02,RELIANCE,1070.0,1083.7,1025.0,1073.95,7197583
2008-12-03,RELIANCE,1100.55,1114.0,1050.0,1069.1,6566724
2008-12-04,RELIANCE,1084.0,1170.0,1050.1,1159.1,9266428
2008-12-05,RELIANCE,1175.0,1182.0,1103.0,1117.6,6679613
2008-12-08,RELIANCE,1152.2,1174.7,1107.0,1118.55,6965801
2008-12-10,RELIANCE,1148.7,1234.0,1137.0,1227.2,7518930
2008-12-11,RELIANCE,1250.0,1297.7,1193.3,1259.0,9088095
2008-12-12,RELIANCE,1240.0,1324.0,1206.25,1307.1,9928592
2008-12-15,RELIANCE,1349.0,1359.0,1272.2,1340.55,9859348
2008-12-16,RELIANCE,1350.0,1396.8,1325.65,1388.5,7748498
2008-12-17,RELIANCE,1390.0,1407.0,1330.1,1351.4,8838463
2008-12-18,RELIANCE,1340.0,1372.0,1282.55,1361.0,10705844
2008-12-19,RELIANCE,1360.25,1377.5,1322.5,1351.3,8237002
2008-12-22,RELIANCE,1305.0,1352.4,1279.0,1285.55,4876273
2008-12-23,RELIANCE,1281.0,1281.0,1246.4,1259.75,3848915
2008-12-24,RELIANCE,1251.0,1257.0,1230.15,1242.0,4105712
2008-12-26,RELIANCE,1250.0,1275.0,1204.0,1210.15,3172515
2008-12-29,RELIANCE,1200.0,1251.95,1188.0,1246.3,5854190
2008-12-30,RELIANCE,1260.05,1273.0,1228.15,1250.5,4507295
2008-12-31,RELIANCE,1254.0,1265.7,1216.0,1232.75,4931305
2009-01-01,RELIANCE,1240.0,1263.0,1235.1,1254.65,2856335
2009-01-02,RELIANCE,1259.7,1299.9,1252.0,1286.4,4961862
2009-01-05,RELIANCE,1299.0,1377.0,1295.1,1365.85,5506969
2009-01-06,RELIANCE,1360.0,1390.0,1331.25,1370.9,6029600
2009-01-07,RELIANCE,1369.0,1386.0,1175.0,1200.75,8500550
2009-01-09,RELIANCE,1210.0,1210.0,1093.65,1153.25,9488130
2009-01-12,RELIANCE,1139.7,1145.0,1085.0,1097.9,7364584
2009-01-13,RELIANCE,1094.7,1146.0,1065.0,1077.55,6580241
2009-01-14,RELIANCE,1091.1,1218.0,1091.1,1179.75,6550391
2009-01-15,RELIANCE,1141.8,1159.95,1107.5,1142.35,6273731
2009-01-16,RELIANCE,1151.0,1231.0,1139.9,1217.35,6661824
2009-01-19,RELIANCE,1224.6,1249.95,1208.0,1229.9,4245780
2009-01-20,RELIANCE,1216.8,1216.8,1168.0,1183.65,4647100
2009-01-21,RELIANCE,1160.0,1182.9,1110.0,1119.85,4967385
2009-01-22,RELIANCE,1149.9,1154.85,1107.1,1136.3,6995099
2009-01-23,RELIANCE,1198.0,1335.0,1120.0,1156.15,8108608
2009-01-27,RELIANCE,1186.0,1233.45,1170.0,1225.95,4483385
2009-01-28,RELIANCE,1248.0,1290.0,1226.4,1274.0,4592859
2009-01-29,RELIANCE,1285.0,1295.0,1241.25,1270.1,6343343
2009-01-30,RELIANCE,1238.0,1330.8,1238.0,1323.6,5559302
2009-02-02,RELIANCE,1290.0,1352.8,1273.55,1280.0,5365466
2009-02-03,RELIANCE,1290.0,1334.7,1273.05,1306.2,6910891
2009-02-04,RELIANCE,1315.0,1337.5,1295.1,1307.5,3966740
2009-02-05,RELIANCE,1329.0,1329.0,1271.15,1288.8,4106585
2009-02-06,RELIANCE,1300.0,1350.0,1295.6,1344.85,4341063
2009-02-09,RELIANCE,1355.0,1399.0,1341.0,1389.7,4437777
2009-02-10,RELIANCE,1388.9,1414.1,1372.35,1401.95,6796751
2009-02-11,RELIANCE,1365.0,1389.3,1361.0,1381.25,4205287
2009-02-12,RELIANCE,1378.7,1378.7,1345.3,1351.55,3144540
2009-02-13,RELIANCE,1367.0,1404.0,1361.0,1392.4,2904652
2009-02-16,RELIANCE,1384.45,1397.05,1311.1,1320.2,4594188
2009-02-17,RELIANCE,1301.15,1307.0,1258.2,1267.3,3828752
2009-02-18,RELIANCE,1267.0,1317.8,1240.0,1295.15,4574188
2009-02-19,RELIANCE,1290.0,1309.0,1282.1,1293.75,3004383
2009-02-20,RELIANCE,1256.05,1283.0,1241.55,1253.4,3677545
2009-02-24,RELIANCE,1235.0,1263.6,1201.35,1253.25,4570169
2009-02-25,RELIANCE,1265.0,1286.0,1262.55,1266.55,2954972
2009-02-26,RELIANCE,1258.0,1297.0,1251.3,1290.8,3839552
2009-02-27,RELIANCE,1289.4,1293.0,1246.55,1266.05,4810161
2009-03-02,RELIANCE,1228.7,1263.7,1215.0,1225.65,4937991
2009-03-03,RELIANCE,1230.0,1251.95,1175.0,1196.85,5237026
2009-03-04,RELIANCE,1155.35,1217.7,1155.35,1211.1,5976700
2009-03-05,RELIANCE,1208.0,1220.0,1142.25,1149.8,7117449
2009-03-06,RELIANCE,1130.0,1177.0,1115.3,1169.9,4562909
2009-03-09,RELIANCE,1161.0,1168.0,1138.15,1153.35,3346831
2009-03-12,RELIANCE,1181.0,1214.6,1158.0,1202.0,4864919
2009-03-13,RELIANCE,1229.9,1293.8,1226.0,1284.25,4113560
2009-03-16,RELIANCE,1284.25,1334.0,1271.0,1327.6,4526883
2009-03-17,RELIANCE,1330.0,1343.0,1293.15,1300.2,4755486
2009-03-18,RELIANCE,1315.1,1362.0,1315.1,1331.4,4368767
2009-03-19,RELIANCE,1338.0,1353.85,1320.1,1345.7,4341169
2009-03-20,RELIANCE,1339.0,1359.9,1322.0,1339.2,5105940
2009-03-23,RELIANCE,1354.0,1450.0,1354.0,1438.45,4971588
2009-03-24,RELIANCE,1450.05,1475.0,1440.0,1452.45,6896741
2009-03-25,RELIANCE,1450.0,1549.0,1450.0,1532.2,9567684
2009-03-26,RELIANCE,1549.7,1579.0,1523.0,1565.5,8215501
2009-03-27,RELIANCE,1554.0,1583.4,1535.0,1548.75,6744638
2009-03-30,RELIANCE,1521.1,1535.0,1495.0,1516.45,6871088
2009-03-31,RELIANCE,1535.0,1551.95,1515.0,1524.75,5714483
2009-04-01,RELIANCE,1523.0,1594.0,1497.35,1581.25,4777855
2009-04-02,RELIANCE,1610.0,1680.0,1602.25,1661.35,5489146
2009-04-06,RELIANCE,1700.0,1742.3,1645.6,1671.6,5259028
2009-04-08,RELIANCE,1639.95,1739.0,1605.0,1725.15,9194966
2009-04-09,RELIANCE,1750.0,1767.85,1705.25,1735.75,5193767
2009-04-13,RELIANCE,1759.95,1789.0,1723.0,1773.55,3804850
2009-04-15,RELIANCE,1750.0,1839.7,1733.15,1830.05,6047211
2009-04-16,RELIANCE,1811.1,1840.0,1718.35,1735.0,6619758
2009-04-17,RELIANCE,1750.1,1780.65,1702.35,1716.95,6420246
2009-04-20,RELIANCE,1720.0,1754.7,1688.3,1715.4,4930249
2009-04-21,RELIANCE,1695.0,1733.65,1684.7,1706.1,5002628
2009-04-22,RELIANCE,1720.0,1733.0,1691.0,1718.0,4423560
2009-04-23,RELIANCE,1717.0,1774.9,1696.0,1763.7,4239012
2009-04-24,RELIANCE,1750.0,1802.0,1727.0,1788.85,5475144
2009-04-27,RELIANCE,1791.0,1807.0,1761.0,1785.55,4197673
2009-04-28,RELIANCE,1781.0,1792.0,1731.0,1737.15,4024229
2009-04-29,RELIANCE,1751.0,1820.0,1745.85,1806.25,4271409
2009-05-04,RELIANCE,1851.0,1895.0,1840.3,1887.1,4285511
2009-05-05,RELIANCE,1885.0,1894.7,1836.0,1883.65,4878488
2009-05-06,RELIANCE,1889.0,1938.1,1860.0,1881.5,4881911
2009-05-07,RELIANCE,1850.0,1924.9,1850.0,1915.55,3674123
2009-05-08,RELIANCE,1920.0,1932.0,1875.0,1900.3,3985320
2009-05-11,RELIANCE,1919.0,1928.0,1850.1,1861.6,3757600
2009-05-12,RELIANCE,1849.95,1975.4,1843.0,1959.9,4585587
2009-05-13,RELIANCE,1972.25,1975.0,1906.0,1933.0,5226617
2009-05-14,RELIANCE,1902.25,1927.5,1880.2,1908.95,4047066
2009-05-15,RELIANCE,1915.0,1960.0,1911.65,1950.7,3153527
2009-05-18,RELIANCE,2147.0,2535.0,2101.25,2367.55,52820
2009-05-19,RELIANCE,2450.0,2500.0,2200.0,2230.9,10473822
2009-05-20,RELIANCE,2200.0,2252.7,2136.2,2152.45,6746905
2009-05-21,RELIANCE,2145.0,2177.0,2102.55,2115.45,3977372
2009-05-22,RELIANCE,2099.8,2207.2,2091.0,2185.75,4446371
2009-05-25,RELIANCE,2200.0,2215.0,2154.0,2194.75,3104057
2009-05-26,RELIANCE,2180.1,2209.0,2130.5,2142.7,2484080
2009-05-27,RELIANCE,2172.0,2205.0,2152.45,2186.35,5225093
2009-05-28,RELIANCE,2180.0,2246.0,2180.0,2220.55,4498063
2009-05-29,RELIANCE,2244.8,2307.7,2213.0,2271.9,6396695
2009-06-01,RELIANCE,2330.0,2330.0,2256.15,2282.2,2977383
2009-06-02,RELIANCE,2300.1,2308.45,2224.05,2279.2,3299111
2009-06-03,RELIANCE,2261.3,2307.5,2225.5,2245.9,3438123
2009-06-04,RELIANCE,2224.8,2268.85,2160.0,2261.75,3860237
2009-06-05,RELIANCE,2275.0,2281.0,2190.0,2212.75,4677671
2009-06-08,RELIANCE,2207.0,2261.8,2176.0,2194.0,3778012
2009-06-09,RELIANCE,2188.0,2291.0,2175.0,2272.15,4153933
2009-06-10,RELIANCE,2291.0,2339.9,2286.15,2320.2,3965233
2009-06-11,RELIANCE,2320.0,2325.0,2282.5,2303.25,2541401
2009-06-12,RELIANCE,2310.0,2379.0,2305.25,2362.1,4916730
2009-06-15,RELIANCE,2359.7,2359.7,2165.3,2178.8,7140962
2009-06-16,RELIANCE,2150.0,2184.9,2126.6,2143.35,5128268
2009-06-17,RELIANCE,2125.8,2178.0,2036.35,2051.35,4919878
2009-06-18,RELIANCE,2058.0,2072.5,1990.1,2025.05,6207405
2009-06-19,RELIANCE,2045.0,2062.45,1977.1,2041.5,4851582
2009-06-22,RELIANCE,2047.7,2050.0,1932.55,1952.5,4621154
2009-06-23,RELIANCE,1900.0,2033.7,1900.0,2015.3,5946495
2009-06-24,RELIANCE,2025.0,2035.75,1972.05,2002.35,4710244
2009-06-25,RELIANCE,2001.2,2024.0,1942.45,1958.1,5335839
2009-06-26,RELIANCE,1966.15,2037.0,1962.95,2029.2,3979065
2009-06-29,RELIANCE,2026.0,2112.9,2004.75,2087.0,3726361
2009-06-30,RELIANCE,2100.0,2109.3,2010.6,2023.4,2981288
2009-07-01,RELIANCE,2029.9,2085.0,1988.0,2058.8,3718079
2009-07-02,RELIANCE,2183.0,2183.0,1995.35,2011.35,3850061
2009-07-03,RELIANCE,2000.0,2035.1,1980.0,2027.65,4332698
2009-07-06,RELIANCE,2048.0,2052.0,1861.05,1893.15,5923485
2009-07-07,RELIANCE,1901.0,1913.0,1825.2,1855.45,5835396
2009-07-08,RELIANCE,1855.45,1890.0,1797.3,1829.65,5771172
2009-07-09,RELIANCE,1835.0,1874.9,1830.1,1853.4,3688001
2009-07-10,RELIANCE,1853.0,1866.95,1745.0,1775.15,4201235
2009-07-13,RELIANCE,1749.7,1768.5,1717.1,1750.95,4149470
2009-07-14,RELIANCE,1774.0,1825.0,1766.0,1814.05,3699051
2009-07-15,RELIANCE,1850.0,1890.0,1806.55,1876.3,3173993
2009-07-16,RELIANCE,1901.0,1968.4,1880.0,1935.4,5526846
2009-07-17,RELIANCE,1945.1,1966.0,1925.3,1937.05,3305062
2009-07-20,RELIANCE,1960.0,2039.0,1950.0,2033.3,4118480
2009-07-21,RELIANCE,2088.7,2088.7,2007.35,2018.65,3083413
2009-07-22,RELIANCE,2025.0,2057.6,1962.6,1975.7,3145153
2009-07-23,RELIANCE,1990.0,2053.8,1987.0,2041.55,2965247
2009-07-24,RELIANCE,2050.0,2067.4,1986.1,2016.85,4238518
2009-07-27,RELIANCE,1950.0,1995.0,1906.65,1940.65,6017644
2009-07-28,RELIANCE,1947.0,1959.7,1885.6,1907.6,5756294
2009-07-29,RELIANCE,1900.0,1938.0,1871.0,1930.4,4766525
2009-07-30,RELIANCE,1920.0,1925.4,1889.0,1900.3,3079359
2009-07-31,RELIANCE,1915.0,1974.9,1911.25,1955.4,3491976
2009-08-03,RELIANCE,1968.9,2031.0,1958.1,2017.0,2737892
2009-08-04,RELIANCE,2033.0,2053.0,2002.5,2039.75,3837378
2009-08-05,RELIANCE,2035.0,2084.0,2031.6,2076.4,3804751
2009-08-06,RELIANCE,2043.65,2125.0,2026.35,2046.8,4917080
2009-08-07,RELIANCE,2036.5,2064.0,1990.2,1997.75,3999933
2009-08-10,RELIANCE,2030.45,2034.75,1973.0,1988.1,3013118
2009-08-11,RELIANCE,1993.0,2048.05,1979.0,2000.4,3140057
2009-08-12,RELIANCE,1974.95,2000.0,1943.3,1990.7,3424032
2009-08-13,RELIANCE,2025.0,2044.1,1997.0,2024.3,3031487
2009-08-14,RELIANCE,2027.0,2064.0,2007.0,2036.45,3344427
2009-08-17,RELIANCE,2009.0,2010.0,1925.0,1941.95,3433349
2009-08-18,RELIANCE,1923.7,1956.2,1920.15,1941.2,2973261
2009-08-19,RELIANCE,1940.0,1949.9,1871.0,1885.85,3331420
2009-08-20,RELIANCE,1900.0,1929.0,1888.55,1898.4,2352019
2009-08-21,RELIANCE,1888.0,1935.0,1867.6,1928.8,3010806
2009-08-24,RELIANCE,1960.0,1980.9,1948.6,1974.3,2530517
2009-08-25,RELIANCE,1965.2,2033.0,1955.55,2025.65,3250116
2009-08-26,RELIANCE,2026.05,2046.7,2011.25,2040.15,2513686
2009-08-27,RELIANCE,2034.0,2059.0,2020.0,2042.35,2934592
2009-08-28,RELIANCE,2050.0,2080.0,2025.55,2074.1,2500430
2009-08-31,RELIANCE,2064.0,2064.0,1995.0,2005.1,3604830
2009-09-01,RELIANCE,2024.8,2042.0,1965.4,1980.85,2598213
2009-09-02,RELIANCE,1969.0,1997.9,1960.0,1971.15,2725762
2009-09-03,RELIANCE,1980.0,1987.2,1923.3,1930.8,3022616
2009-09-04,RELIANCE,1938.0,1994.0,1935.0,1981.15,2898625
2009-09-07,RELIANCE,1985.0,2008.95,1976.5,2002.85,2580500
2009-09-08,RELIANCE,2015.0,2094.4,2005.35,2075.6,5949983
2009-09-09,RELIANCE,2075.0,2174.5,2062.0,2168.45,6009262
2009-09-10,RELIANCE,2190.05,2239.9,2132.6,2147.45,4076750
2009-09-11,RELIANCE,2165.0,2171.3,2105.0,2140.85,3585424
2009-09-14,RELIANCE,2135.0,2159.1,2111.5,2139.5,2176986
2009-09-15,RELIANCE,2142.0,2184.0,2142.0,2180.9,2157020
2009-09-16,RELIANCE,2196.0,2218.7,2163.6,2184.0,2215286
2009-09-17,RELIANCE,2185.0,2200.0,2071.0,2086.15,16579451
2009-09-18,RELIANCE,2080.0,2113.0,2075.1,2102.55,2938873
2009-09-22,RELIANCE,2128.7,2139.7,2088.1,2097.95,2629983
2009-09-23,RELIANCE,2097.0,2125.0,2090.0,2101.7,2784741
2009-09-24,RELIANCE,2090.0,2130.0,2058.0,2100.95,4761898
2009-09-25,RELIANCE,2084.4,2147.9,2075.1,2135.0,3566397
2009-09-29,RELIANCE,2145.5,2181.6,2140.0,2171.05,4600745
2009-09-30,RELIANCE,2184.0,2212.9,2165.0,2201.65,4222636
2009-10-01,RELIANCE,2199.9,2199.9,2154.0,2174.35,3010715
2009-10-05,RELIANCE,2159.9,2172.0,2121.3,2139.1,2961545
2009-10-06,RELIANCE,2159.95,2159.95,2102.0,2134.1,3669459
2009-10-07,RELIANCE,2149.5,2158.0,2084.1,2101.3,3100036
2009-10-08,RELIANCE,2200.0,2235.5,2100.0,2119.65,7026835
2009-10-09,RELIANCE,2128.65,2131.6,2090.0,2099.75,3162237
2009-10-12,RELIANCE,2120.0,2186.0,2120.0,2169.05,4496196
2009-10-14,RELIANCE,2175.0,2197.5,2152.65,2184.2,3335821
2009-10-15,RELIANCE,2199.0,2221.8,2165.0,2171.5,3250759
2009-10-16,RELIANCE,2170.0,2226.0,2161.0,2218.75,3357818
2009-10-17,RELIANCE,2285.3,2285.3,2211.3,2225.2,740522
2009-10-20,RELIANCE,2245.0,2283.3,2177.85,2184.55,3161589
2009-10-21,RELIANCE,2179.0,2209.0,2168.65,2182.2,2549442
2009-10-22,RELIANCE,2182.0,2182.0,2121.0,2135.2,2310668
2009-10-23,RELIANCE,2146.2,2154.3,2037.6,2047.35,5039726
2009-10-26,RELIANCE,2050.0,2068.0,2004.0,2015.35,3170009
2009-10-27,RELIANCE,2002.0,2010.0,1975.0,1991.0,3535555
2009-10-28,RELIANCE,1985.05,2043.35,1985.05,2034.15,2949900
2009-10-29,RELIANCE,2001.0,2043.9,1980.4,1999.4,3530103
2009-10-30,RELIANCE,2001.05,2035.0,1922.0,1931.15,4981242
2009-11-03,RELIANCE,1920.05,1924.8,1802.25,1818.55,4898276
2009-11-04,RELIANCE,1850.0,1928.0,1832.7,1920.7,4567661
2009-11-05,RELIANCE,1909.15,1948.0,1851.0,1941.15,3438724
2009-11-06,RELIANCE,1930.0,1974.9,1930.0,1957.5,3498033
2009-11-09,RELIANCE,1975.0,2032.0,1961.6,2024.4,3278186
2009-11-10,RELIANCE,2040.0,2102.45,2005.0,2054.5,6326351
2009-11-11,RELIANCE,2068.0,2130.4,2035.65,2114.0,4183569
2009-11-12,RELIANCE,2125.0,2146.0,2084.0,2101.25,3808929
2009-11-13,RELIANCE,2090.0,2129.0,2084.1,2119.5,2557890
2009-11-16,RELIANCE,2149.0,2161.9,2131.65,2153.6,2067266
2009-11-17,RELIANCE,2160.0,2161.7,2107.0,2132.35,3005633
2009-11-18,RELIANCE,2162.0,2162.0,2094.1,2100.05,3907563
2009-11-19,RELIANCE,2098.75,2109.9,2072.9,2083.8,2313331
2009-11-20,RELIANCE,2080.0,2134.95,2065.0,2123.3,3088581
2009-11-23,RELIANCE,2160.0,2207.75,2133.05,2194.95,5528258
2009-11-24,RELIANCE,2192.0,2205.0,2168.1,2177.2,3472510
2009-11-25,RELIANCE,2185.75,2225.9,2169.9,2194.7,4152810
2009-11-26,RELIANCE,1111.0,1111.0,1053.3,1063.75,5079362
2009-11-27,RELIANCE,1050.0,1058.0,1011.0,1045.95,5821983
2009-11-30,RELIANCE,1062.5,1078.9,1054.0,1063.5,4130831
2009-12-01,RELIANCE,1075.0,1100.0,1067.2,1098.0,2859884
2009-12-02,RELIANCE,1105.25,1118.65,1091.2,1100.45,4727337
2009-12-03,RELIANCE,1104.9,1120.0,1092.1,1099.65,3980841
2009-12-04,RELIANCE,1091.0,1107.0,1080.3,1088.4,3191869
2009-12-07,RELIANCE,1088.0,1094.1,1050.0,1055.0,4725251
2009-12-08,RELIANCE,1060.0,1084.45,1055.15,1080.35,4670917
2009-12-09,RELIANCE,1070.0,1078.0,1062.15,1071.85,2555542
2009-12-10,RELIANCE,1073.7,1082.0,1062.0,1071.8,2958917
2009-12-11,RELIANCE,1080.0,1088.0,1064.5,1071.25,3531678
2009-12-14,RELIANCE,1068.0,1084.0,1063.0,1067.95,3182678
2009-12-15,RELIANCE,1068.0,1074.0,1048.0,1051.6,3354156
2009-12-16,RELIANCE,1049.9,1055.0,1038.1,1047.15,3376882
2009-12-17,RELIANCE,1054.8,1054.8,1030.0,1034.95,3245059
2009-12-18,RELIANCE,1035.0,1035.0,1005.0,1007.65,5025388
2009-12-21,RELIANCE,1001.0,1030.8,990.0,1016.95,5621862
2009-12-22,RELIANCE,1018.2,1028.8,1011.3,1019.2,3186287
2009-12-23,RELIANCE,1025.0,1067.9,1021.4,1066.2,4903897
2009-12-24,RELIANCE,1075.0,1083.8,1058.35,1076.3,3691064
2009-12-29,RELIANCE,1079.0,1089.0,1070.0,1080.25,2782375
2009-12-30,RELIANCE,1079.8,1085.0,1069.5,1076.05,2121225
2009-12-31,RELIANCE,1084.0,1096.0,1081.35,1090.55,4009836
2010-01-04,RELIANCE,1091.1,1091.1,1021.85,1075.5,17520006
2010-01-05,RELIANCE,1149.9,1149.9,1065.4,1070.7,4890040
2010-01-06,RELIANCE,1079.9,1094.5,1070.65,1088.0,5415538
2010-01-07,RELIANCE,1088.0,1115.0,1078.0,1106.05,5988404
2010-01-08,RELIANCE,1108.0,1113.8,1096.0,1103.15,3453926
2010-01-11,RELIANCE,1134.7,1149.7,1050.0,1081.5,43122135
2010-01-12,RELIANCE,1095.0,1137.3,1077.0,1084.35,7495359
2010-01-13,RELIANCE,1088.0,1092.0,1068.6,1088.6,3511078
2010-01-14,RELIANCE,1086.0,1124.8,1086.0,1121.7,5610718
2010-01-15,RELIANCE,1125.8,1138.9,1105.05,1110.75,4289733
2010-01-18,RELIANCE,1107.0,1116.45,1091.95,1099.5,3239525
2010-01-19,RELIANCE,1100.0,1106.05,1082.65,1085.0,2986363
2010-01-20,RELIANCE,1095.0,1097.1,1072.0,1077.5,4418747
2010-01-21,RELIANCE,1075.0,1077.0,1050.25,1054.05,4254235
2010-01-22,RELIANCE,1041.0,1071.0,1029.5,1053.85,9113512
2010-01-25,RELIANCE,1049.65,1054.4,1036.7,1042.05,3061478
2010-01-27,RELIANCE,1034.0,1050.0,1020.0,1027.55,5678803
2010-01-28,RELIANCE,1040.0,1046.45,1025.0,1037.15,7594324
2010-01-29,RELIANCE,1032.9,1051.8,1018.1,1046.2,5333541
