date_key,MaxOpen,MinOpen,AverageOpen,MaxClose,MinClose,AverageClose,MaxHigh,MinHigh,AverageHigh,MaxLow,MinLow,AverageLow,MaxVolume,MinVolume,AverageVolume
1539,1529.85,357.0,835.3299999999999,1529.15,340.85,823.8299999999999,1540.0,357.0,841.49,1487.6,340.0,812.05,4632076,2288,1904591.4
1540,1501.05,342.0,819.7700000000001,1488.05,332.75,820.64,1510.0,342.0,828.5799999999999,1470.0,330.35,802.5200000000001,3226110,1799,1398992.6
1541,1499.9,343.4,826.6700000000001,1518.85,334.5,827.55,1524.0,344.4,838.28,1480.0,331.05,816.1400000000001,3360389,5533,1375259.4
1542,1549.45,337.0,836.32,1516.45,330.7,826.3800000000001,1554.0,338.75,840.1299999999999,1462.3,330.0,811.92,2935983,6221,1019512.4
1543,1525.0,335.0,830.18,1520.95,317.9,819.03,1528.95,336.0,834.0600000000001,1506.8,315.5,813.41,6211541,4233,1862678.0
1544,1481.0,323.0,814.01,1503.0,321.5,821.07,1518.85,327.1,829.6700000000001,1481.0,315.0,809.3100000000001,2401313,1633,1160372.8
1545,1456.6,324.0,793.8199999999999,1543.7,331.7,829.05,1560.0,333.8,840.45,1456.6,322.0,792.22,5398936,4019,1709865.0
1546,1530.0,334.7,833.6099999999999,1519.7,327.55,833.3000000000002,1533.0,334.85,844.1600000000001,1511.0,322.1,817.58,7720791,2558,2885212.6
1547,1522.0,327.5,835.0799999999999,1608.05,338.4,867.0800000000002,1620.0,340.0,878.5200000000001,1521.0,325.05,824.86,4859572,8433,2081029.4
1548,1628.5,339.0,877.6600000000001,1673.8,345.1,891.3099999999998,1698.0,348.0,907.1700000000001,1628.5,337.8,870.1600000000001,6099005,6479,2407053.0
1549,1610.0,347.0,879.4,1679.05,360.15,909.6200000000001,1693.0,362.0,917.54,1610.0,345.5,875.35,5521274,2160,2905196.2
1550,1700.0,360.1,914.4200000000001,1737.4,361.45,926.26,1768.5,363.5,938.9,1681.0,350.0,905.47,6130529,39819,2039170.6
1551,1642.6,361.0,908.78,1720.85,350.2,918.0799999999999,1750.0,361.0,933.18,1642.6,347.25,896.7700000000001,5395169,5438,1643893.0
1552,1655.0,351.0,906.0,1656.9,359.7,890.96,1750.0,376.5,936.79,1650.05,351.0,856.14,7028288,8752,2419235.2
1553,1660.0,346.05,891.8100000000001,1700.0,353.85,898.3399999999999,1719.95,365.4,912.3700000000001,1649.95,346.05,874.14,4618646,87800,2032502.0
1554,1663.3,359.0,894.6,1700.8,364.15,905.45,1735.95,367.45,918.8199999999999,1663.3,356.55,891.86,3455455,3347,1508668.8
1555,1680.0,364.8,902.6700000000001,1748.9,359.5,913.93,1775.0,369.7,928.8100000000001,1680.0,358.05,896.6600000000001,3966001,4928,1313564.6
1556,1755.0,359.0,915.9200000000001,1757.95,380.55,921.1,1760.0,425.5,940.0600000000001,1721.1,344.6,899.97,5391614,3541,2533368.2
1557,1744.0,382.0,920.39,1751.25,376.55,927.6800000000001,1760.0,389.4,935.6600000000001,1725.0,374.25,913.9399999999999,8821809,2342,2438846.2
1558,1751.25,378.95,931.5699999999999,1709.35,374.7,917.8699999999999,1755.0,384.5,938.2,1696.6,371.0,910.8100000000001,6390433,6176,2175536.6
1559,1748.0,378.0,929.2699999999999,1747.55,369.35,926.9799999999999,1760.0,379.95,935.29,1725.0,368.1,918.74,2482378,3172,912504.0
1560,1750.0,370.0,929.6,1770.35,354.9,923.2300000000001,1805.0,374.0,945.9,1731.15,352.85,911.3,4370763,6134,1353810.8
1561,1800.0,359.85,931.5599999999998,1704.65,354.1,901.3,1800.0,361.0,933.68,1690.1,351.05,892.53,5109676,3450,1744450.6
1562,1710.0,358.0,906.4399999999999,1733.7,349.85,905.6899999999999,1772.0,359.8,924.1899999999999,1710.0,346.0,893.75,3868446,5933,1516016.8
1563,1747.0,352.0,908.8,1749.3,357.45,912.3199999999999,1760.0,368.0,921.6600000000001,1711.0,348.1,899.6299999999999,2825935,10274,1162947.2
1564,1711.0,364.5,909.8,1750.4,352.55,911.8,1759.95,364.5,923.1200000000001,1711.0,350.05,899.6299999999999,3052370,3780,1162916.0
1565,1726.0,355.0,908.8,1732.15,343.4,906.2,1753.5,359.9,921.0799999999999,1719.0,341.5,899.4399999999999,3277956,3244,1224510.4
1566,1740.0,345.0,911.04,1713.75,349.75,905.85,1740.0,351.9,915.3,1710.0,344.7,901.0099999999999,1847797,1265,715440.2
1567,1735.0,351.9,912.78,1754.6,340.85,907.1,1760.0,353.0,922.76,1716.1,338.25,889.24,3592188,5163,1841425.2
1568,1710.0,343.9,902.75,1783.25,356.05,929.07,1795.0,358.5,939.1,1671.5,342.0,890.3100000000001,8352073,5385,2637705.6
1569,1720.0,358.0,921.4,1899.2,361.05,967.7300000000001,1950.0,364.9,983.07,1720.0,351.2,916.3,5031936,7545,1690508.4
1570,1880.0,365.0,965.6,1878.4,367.65,968.1200000000001,1918.0,372.0,983.4200000000001,1840.0,360.05,953.5,3929854,3539,1474092.6
1571,1830.0,370.0,961.74,1846.6,362.65,962.1200000000001,1960.0,371.0,991.1600000000001,1830.0,361.3,953.0600000000001,4564004,5391,1293092.2
1572,1898.7,363.0,975.18,1882.95,350.15,954.3100000000001,1920.0,367.9,985.6700000000001,1852.0,346.1,941.2,4241119,12336,1653162.2
1573,1805.0,355.5,942.51,1857.15,349.35,944.3399999999999,1895.0,355.5,962.25,1805.0,348.0,927.0699999999999,4603751,2574,1288882.4
1574,1860.0,354.5,947.5200000000001,1806.6,339.9,916.71,1864.9,357.9,957.4400000000002,1766.0,336.2,903.0499999999998,9379270,4195,2367520.0
1575,1854.9,343.8,927.71,1764.25,319.0,913.47,1854.9,343.8,949.1500000000002,1750.0,315.5,889.4399999999999,8754381,1713,2866661.0
1576,1800.0,325.75,928.4100000000001,1806.35,335.25,929.7,1810.7,340.95,936.0699999999999,1782.0,325.0,918.68,2983707,1702,1008821.2
1577,1818.0,340.0,934.1,1805.2,352.25,947.28,1838.55,355.0,962.2800000000001,1800.0,338.75,930.25,8211163,911,2397214.2
1578,1800.15,359.0,952.39,1788.1,346.2,944.9099999999999,1827.7,370.0,968.5599999999998,1775.0,340.25,932.1300000000001,10659773,4482,2616034.0
1579,1788.0,349.1,951.0,1806.1,348.85,966.18,1821.35,357.5,976.71,1788.0,346.4,944.68,14912419,1716,3363291.8
1580,1810.0,354.7,970.3399999999999,1797.5,344.05,960.01,1820.0,355.0,981.25,1730.7,340.0,935.9399999999999,8650976,14332,2421200.2
1581,1740.0,346.4,949.8799999999999,1747.15,341.75,947.07,1828.9,348.0,974.6200000000001,1740.0,339.75,941.5799999999999,6676696,4250,1635590.6
1582,1799.8,338.8,958.6200000000001,1669.3,347.1,919.8100000000001,1799.8,349.6,964.68,1660.0,338.8,913.01,3524708,4456,971795.2
1583,1738.9,350.0,940.54,1725.0,357.05,950.5800000000002,1738.9,359.85,956.7299999999999,1675.05,348.45,921.9599999999998,4795378,6545,1620109.4
1584,1749.0,360.0,959.18,1733.15,348.05,946.57,1849.9,360.8,996.5,1720.0,340.1,935.82,9853311,2216,2801477.8
1585,1676.15,341.0,912.45,1725.5,345.65,949.3800000000001,1739.95,349.0,955.5699999999999,1676.15,290.25,896.74,6259209,4492,1703856.8
1586,1784.95,349.0,964.25,1727.4,347.85,964.2400000000001,1784.95,354.9,982.7299999999999,1725.05,346.05,950.4800000000001,1178831,352,448220.4
1587,1839.75,350.5,989.85,1799.2,365.8,987.3700000000001,1839.75,369.0,1004.1299999999999,1730.05,350.5,965.1299999999999,3045647,5276,1026645.6
1588,1742.25,372.0,978.5899999999999,1756.85,370.6,985.2199999999999,1800.0,374.0,997.7700000000001,1742.25,360.1,965.6899999999999,2673389,1438,973280.2
1589,1760.0,369.0,986.6,1764.0,368.0,995.3799999999999,1775.0,375.0,1013.05,1730.0,363.1,975.05,14186838,7644,3282034.0
1590,1775.0,366.0,998.49,1771.55,362.35,994.05,1787.85,371.75,1009.0200000000001,1760.05,355.0,983.86,5974599,2610,1466039.8
1591,1860.0,364.8,1018.01,1785.95,358.0,1006.6899999999999,1860.0,368.0,1031.54,1766.55,355.0,992.51,7762822,725,1763745.4
1592,1788.0,358.5,1010.3,1767.7,367.05,1009.55,1790.0,370.0,1021.7299999999999,1766.0,355.1,993.8700000000001,7244226,2733,1845600.0
1593,1790.3,365.0,1014.9399999999999,1748.45,374.25,1007.1899999999999,1790.3,380.0,1022.76,1741.2,365.0,993.4199999999998,10202815,1220,2403877.0
1594,1760.0,375.75,1010.35,1702.4,372.65,977.6,1760.0,377.9,1014.8,1691.0,367.1,969.5799999999999,12118649,1501,2608516.2
1595,1700.0,365.0,976.1899999999999,1671.8,361.15,956.7699999999999,1724.85,373.0,986.78,1652.05,360.0,947.86,8558303,1762,1914477.0
1596,1653.05,362.95,954.01,1650.8,345.95,926.4799999999999,1709.95,362.95,969.2699999999999,1635.0,345.0,914.53,9724804,1404,2209691.4
1597,1650.0,354.0,927.79,1571.25,337.4,916.75,1659.95,364.45,947.0400000000002,1511.0,321.05,866.8100000000001,12525373,3028,2974095.0
1598,1750.0,344.0,964.6,1610.75,344.0,945.46,1750.0,349.9,979.75,1581.2,339.1,923.49,5845869,3946,1634467.6
1599,1600.0,342.0,924.43,1525.25,325.35,872.9100000000001,1600.0,344.95,937.74,1490.0,321.0,852.96,9549377,4282,2293371.0
1600,1596.0,345.0,900.2,1501.65,323.75,846.8100000000001,1596.0,346.0,923.28,1490.0,314.0,833.1899999999999,13997755,5632,3275534.0
1601,1495.0,328.65,853.71,1471.0,323.55,808.3199999999999,1500.0,331.0,862.0,1205.0,309.0,691.8,12911483,5538,2974838.4
1602,1355.0,323.55,780.63,1489.25,315.3,835.64,1500.0,323.55,848.11,1355.0,303.0,750.04,8397857,1987,2136994.8
1603,1500.0,324.7,842.68,1481.9,307.85,818.6699999999998,1524.8,336.0,855.85,1452.0,305.0,790.8599999999999,11456992,706,2721514.6
1604,1499.85,305.25,819.0699999999999,1445.65,296.45,813.6699999999998,1499.85,310.9,839.0200000000001,1440.0,283.0,787.35,9098194,2158,2391519.4
1605,1452.1,309.0,823.79,1468.25,302.7,832.61,1546.4,314.0,863.4399999999999,1452.1,301.4,815.6099999999999,6631388,798,1862508.6
1606,1535.65,306.0,852.93,1479.35,309.0,841.2800000000001,1535.65,313.0,864.07,1456.4,303.5,829.7,3726526,869,1074560.0
1607,1460.0,311.0,840.14,1453.5,301.9,836.6600000000001,1518.6,311.0,868.2,1450.0,297.0,821.45,3546189,318,1270468.8
1608,1425.0,298.0,823.1899999999999,1455.85,285.25,825.43,1676.0,299.0,882.3700000000001,1425.0,281.0,793.53,9106430,1845,2370110.0
1609,1500.0,298.25,839.53,1445.65,284.9,801.12,1500.0,298.25,846.25,1425.05,280.0,790.24,8935806,2900,2709675.2
1610,1400.0,286.0,794.2,1452.55,308.85,832.97,1474.95,313.0,852.2299999999999,1400.0,280.0,784.63,5698370,9451,2220024.6
1611,1437.0,310.0,838.6600000000001,1380.65,308.05,797.1300000000001,1468.75,312.4,847.85,1375.05,304.0,792.6899999999999,5848259,1347,1804541.4
1612,1380.65,299.0,786.9300000000001,1333.75,296.15,778.0500000000001,1399.9,303.25,808.47,1318.3,291.1,764.08,8414949,19502,2432578.2
1613,1485.0,293.0,806.58,1273.05,291.2,745.11,1485.0,301.9,818.55,1130.55,280.0,703.6800000000001,11521168,3704,2951910.4
1614,1290.0,280.5,742.12,1250.55,255.45,724.43,1290.0,284.8,756.5600000000001,1140.05,248.5,671.3100000000001,11944784,3188,3254640.4
1615,1160.0,252.0,699.0,1249.55,260.7,763.9100000000001,1290.0,270.0,778.24,1160.0,237.0,694.4,11297369,1861,2826319.0
1616,1159.0,268.0,745.2,1233.15,256.75,744.25,1284.9,268.0,781.6800000000001,1159.0,240.0,722.1,7039646,703,1947094.6
1617,1210.0,249.0,728.24,1221.6,243.15,717.6300000000001,1270.0,254.0,746.01,1175.0,240.0,698.8199999999999,7244040,4015,1900637.8
1618,1179.0,244.0,717.5699999999999,1199.35,243.1,700.01,1278.95,254.95,759.9799999999999,1179.0,220.15,682.6899999999999,8583434,1538,2438051.4
1619,1200.0,249.0,713.14,1230.3,249.95,731.4799999999999,1257.3,259.0,744.0600000000001,1177.0,240.0,702.15,6000097,2314,1729090.4
1620,1248.85,260.0,746.17,1285.75,261.3,754.99,1349.95,272.5,789.87,1225.0,256.0,728.05,6956151,2372,1985243.8
1621,1300.0,263.0,762.51,1324.45,267.7,774.64,1330.5,270.0,780.82,1280.0,247.5,741.75,4003171,713,1186618.2
1622,1392.95,260.1,780.06,1291.05,261.05,762.07,1392.95,264.0,790.77,1251.05,255.5,744.0,4529902,717,1298112.0
1623,1444.0,263.0,792.0,1309.15,262.3,778.3000000000001,1444.0,267.8,810.5200000000001,1294.0,260.5,754.71,6496928,1008,1625929.6
1624,1398.8,272.95,802.8100000000001,1278.1,282.8,782.97,1445.0,292.0,828.61,1250.0,267.0,768.3,4852544,7302,1312901.8
1625,1280.0,282.8,777.53,1278.6,276.45,788.6299999999999,1325.0,292.0,803.46,1220.1,263.4,755.3199999999999,6031015,1129,1594322.8
1626,1299.95,295.0,798.0899999999999,1296.05,286.45,794.5999999999999,1299.95,295.0,805.17,1275.0,284.0,786.3399999999999,835543,84,207375.6
1627,1300.0,290.0,797.5600000000001,1245.25,273.95,761.8599999999999,1300.0,290.0,800.26,1231.1,260.0,752.12,7047164,955,2322911.0
1628,1250.0,280.0,767.25,1241.15,274.0,757.14,1279.0,280.0,778.74,1213.5,270.15,744.2900000000001,12507571,35349,2990949.8
1629,1166.1,266.8,733.01,1210.2,269.1,752.85,1244.85,276.0,766.65,1166.1,265.1,729.76,6403778,807,1616368.6
1630,1239.95,272.9,770.1800000000001,1200.9,254.4,751.27,1239.95,273.0,774.29,1195.0,250.3,744.8500000000001,6026607,6007,1564280.4
1631,1236.0,268.0,770.13,1198.65,267.95,783.6,1248.95,270.5,797.29,1190.0,262.5,759.33,5951444,4484,1638208.2
1632,1248.0,274.0,796.63,1200.3,275.85,791.1599999999999,1248.0,280.0,808.7299999999999,1195.0,266.0,780.0,4381854,1921,1235653.0
1633,1219.75,279.0,780.74,1206.75,280.9,791.51,1219.75,286.0,804.0899999999999,1196.0,279.0,772.6,3618844,1756,1026555.8
1634,1215.0,280.9,793.1800000000001,1202.2,286.25,801.69,1236.0,287.6,811.9,1136.8,272.0,765.9599999999999,4376904,10989,1204525.8
1635,1200.0,280.05,793.8100000000001,1191.95,280.9,799.96,1226.9,289.4,812.23,1181.1,280.05,785.71,4269451,1031,1373808.8
1636,1200.0,286.0,807.87,1177.7,274.1,773.91,1209.95,286.0,812.52,1160.0,271.0,765.83,6609409,8324,1774556.2
1637,1175.0,286.95,775.79,1149.7,274.25,774.86,1197.95,286.95,791.89,1145.0,270.1,758.4599999999999,4474993,2147,1235251.8
1638,1170.0,275.0,779.8,1131.25,276.65,767.6,1170.0,278.0,782.75,1125.1,272.5,761.32,3469398,2835,968579.4
1639,1081.0,251.0,748.24,1117.25,276.6,783.6600000000001,1183.0,279.7,801.3299999999999,1053.25,251.0,732.6899999999999,7344439,7045,1912340.0
1640,1146.95,279.7,787.3799999999999,1152.6,273.1,783.53,1156.95,286.0,795.37,1120.0,268.1,770.9599999999999,3334343,2764,1185174.4
1641,1169.0,275.0,781.28,1142.9,274.1,776.8399999999999,1169.0,281.8,787.84,1135.0,266.1,765.0899999999999,3247287,2614,964438.4
1642,1142.0,275.0,775.01,1116.4,260.25,748.6800000000001,1164.05,285.0,785.93,1100.1,255.35,740.15,2941065,3233,958271.6
1643,1123.95,260.15,749.02,1102.3,253.25,733.9699999999999,1123.95,260.15,753.2,1095.0,249.5,721.5799999999999,6374130,15740,1818040.8
1644,1124.95,259.9,742.0,1108.35,253.95,727.9499999999998,1124.95,267.0,753.1600000000001,1101.0,251.25,718.8700000000001,6736611,3479,1840096.8
1645,1111.0,260.0,735.6,1097.8,263.6,732.74,1111.0,265.0,745.1099999999999,1078.0,256.05,722.82,7203202,3262,1815866.4
1646,1092.0,264.0,730.21,1075.15,260.35,714.11,1092.5,264.0,732.5,1065.0,255.25,706.27,6653511,4414,1576790.0
1647,1048.0,260.0,705.02,1049.85,275.6,714.14,1070.0,277.9,722.36,1040.0,250.35,691.17,5322776,4906,1403530.2
1648,1077.0,284.45,727.85,1050.4,297.45,728.0800000000002,1077.0,299.0,735.96,1028.5,279.1,713.1600000000001,3152067,7689,987302.2
1649,1050.0,299.85,730.7299999999999,1036.75,312.0,736.5300000000001,1050.0,317.0,743.86,1025.0,298.0,718.93,2948918,5089,1025284.0
1650,1080.0,310.05,747.0300000000001,1047.1,296.3,747.38,1080.0,313.0,765.76,1040.0,294.6,732.0699999999999,4682950,4875,1723150.8
1651,1049.0,297.1,751.95,1057.25,297.7,741.26,1063.85,306.95,763.02,1044.0,295.1,733.0699999999999,3609008,16071,1126319.0
1652,1065.0,300.0,749.0899999999999,1095.65,297.65,752.3499999999999,1110.0,310.0,765.2,1056.0,295.2,738.5799999999999,3319820,9016,899948.0
1653,1120.0,300.0,756.0,1094.5,301.45,756.35,1199.0,304.9,781.49,1034.6,295.0,733.12,3479516,7640,1027891.6
1654,1127.0,300.0,761.9,1095.2,317.9,762.33,1127.0,322.9,773.87,1085.0,300.0,751.45,2060549,12124,854204.8
1655,1110.0,320.0,767.0,1096.5,321.55,766.45,1110.0,327.0,778.14,1064.05,319.05,754.0200000000001,3973655,8142,1277397.8
1656,1110.0,324.95,769.27,1096.1,318.0,757.99,1110.0,326.0,774.5,1091.55,311.3,753.0400000000001,4994599,3218,1216424.0
1657,1099.8,310.0,755.5600000000001,1103.55,321.3,754.05,1110.0,322.7,762.9199999999998,1090.25,310.0,746.87,2432744,3350,817239.2
1658,1124.95,318.0,758.3,1141.5,320.35,770.5899999999999,1158.0,332.0,778.3,1112.0,298.0,750.38,2209516,5745,608746.6
1659,1100.0,323.8,762.3900000000001,1179.5,327.65,799.46,1196.95,329.5,808.7,1100.0,323.8,758.5600000000001,3368611,7339,1424372.8
1660,1210.0,327.65,806.9300000000001,1180.3,334.0,806.77,1272.0,335.4,831.6700000000001,1174.5,325.1,786.5999999999999,2701869,5971,1291050.4
1661,1124.0,335.1,797.3,1182.9,330.0,814.4599999999999,1218.0,335.1,829.2,1124.0,328.1,791.1600000000001,5525255,1666,1600630.0
1662,1199.9,333.3,820.2400000000001,1187.7,330.0,820.8700000000001,1199.95,334.0,828.1899999999999,1186.0,325.2,811.26,2643615,3171,899145.8
1663,1219.9,332.0,831.5799999999999,1192.7,333.95,825.2,1219.9,335.75,839.93,1185.0,331.1,818.4,4117495,5803,1196760.8
1664,1199.95,333.95,831.3799999999999,1180.45,332.35,830.3399999999999,1210.0,336.95,846.6700000000001,1174.0,330.0,818.7700000000001,5353897,35042,1852123.2
1665,1197.0,327.3,832.78,1162.2,329.75,830.5,1197.0,334.0,846.26,1155.55,327.3,818.99,2157694,2421,991386.8
1666,1199.0,329.75,838.28,1148.95,330.65,831.0300000000001,1199.0,333.7,845.74,1143.0,326.1,820.82,2365329,2998,868380.6
1667,1175.0,334.15,841.03,1134.6,326.3,825.5,1175.0,334.15,848.61,1128.0,324.0,819.2700000000001,3095055,3514,1073060.8
1668,1143.0,331.9,827.0,1123.9,334.35,821.0200000000001,1150.0,338.05,835.2300000000001,1118.0,323.0,814.75,2384297,3188,817991.8
1669,1114.0,333.0,817.3399999999999,1107.35,329.15,828.3099999999998,1130.0,336.0,837.7700000000001,1102.3,327.0,808.71,5654802,4064,1435802.2
1670,1125.9,335.0,837.0600000000001,1116.6,343.05,832.53,1139.9,346.5,846.1,1111.5,333.0,824.95,4796556,3571,1248053.6
1671,1138.95,345.0,837.7699999999999,1124.95,349.3,837.7500000000002,1138.95,350.0,844.1,1110.0,343.2,828.5799999999999,2073874,1849,623498.0
1672,1138.8,349.7,843.4099999999999,1118.85,347.45,842.6699999999998,1139.9,350.25,857.1600000000001,1115.0,345.3,831.1900000000002,3949482,9095,1349022.8
1673,1135.0,349.8,850.2,1128.8,347.25,848.2,1135.0,349.95,859.1700000000001,1107.1,338.0,839.21,3288304,3557,1111278.6
1674,1118.95,348.55,835.3,1117.35,341.3,835.7800000000001,1135.8,359.0,857.15,1055.05,338.0,812.46,5138080,10858,1439531.4
1675,1115.0,340.0,839.79,1122.5,350.1,841.9,1128.4,352.0,850.61,1115.0,339.15,832.55,2145745,10021,857669.6
1676,1125.05,358.0,839.01,1131.6,352.1,853.8799999999999,1137.95,358.0,862.65,1125.05,350.5,836.72,2482734,12119,882618.0
1677,1125.0,351.0,836.4,1125.95,352.1,849.1700000000001,1135.0,355.0,860.4,1116.0,349.3,827.4799999999999,1488628,4956,619080.4
1678,1126.0,350.0,851.6899999999999,1137.5,346.85,846.36,1146.0,356.65,860.6800000000001,1124.0,344.1,840.4,3579830,6128,1055770.2
1679,1135.0,345.0,844.9399999999999,1125.7,343.15,846.7800000000001,1135.0,354.0,856.0,1120.3,340.9,836.01,2806030,8281,1021409.6
1680,1130.0,348.0,852.9799999999999,1130.8,339.25,851.7299999999999,1134.45,350.15,863.35,1112.5,337.05,839.3800000000001,4495580,8681,1433214.8
1681,1132.0,341.05,855.78,1087.7,334.85,827.55,1134.95,342.95,859.85,1083.0,332.2,822.49,4762799,6475,1651622.2
1682,1209.9,336.0,865.7400000000001,1106.85,332.95,838.2599999999999,1209.9,341.0,876.46,1073.1,326.0,815.78,5799339,7643,1688304.0
1683,1111.8,342.0,854.1700000000001,1116.15,338.85,859.0800000000002,1125.3,343.7,868.0799999999999,1111.0,336.4,844.0799999999999,4004791,9236,1553719.6
1684,1120.0,342.1,864.51,1126.35,349.2,864.2699999999999,1136.9,356.95,879.25,1115.8,342.1,857.74,3167438,10193,1037014.2
1685,1127.0,350.0,869.79,1140.6,347.9,865.6600000000001,1144.0,350.0,874.76,1114.25,338.2,849.4599999999998,3008309,7716,933612.0
1686,1145.0,350.8,873.79,1133.45,351.55,869.46,1150.65,356.45,881.8399999999999,1125.15,346.3,859.7400000000001,2757594,28958,816195.8
1687,1135.0,351.0,871.43,1117.85,346.7,852.3299999999999,1145.4,354.9,878.9400000000002,1109.0,343.05,845.2300000000001,3060577,6414,907940.2
1688,1114.0,346.7,851.0199999999999,1128.15,346.95,860.8399999999999,1144.0,354.35,871.0200000000001,1105.05,336.1,842.5600000000001,3127726,12441,941214.2
1689,1133.15,349.0,863.4900000000001,1138.9,355.2,869.5200000000001,1143.7,360.9,875.65,1130.25,347.0,861.32,3702426,4125,1250637.6
1690,1134.75,355.5,869.25,1156.0,352.85,866.29,1158.9,359.55,874.8900000000001,1128.0,351.2,856.85,5310389,2419,1302082.4
1691,1159.8,350.0,880.96,1163.1,352.5,862.15,1175.0,355.95,886.9699999999999,1156.0,347.2,857.8700000000001,4309600,3319,1103127.8
1692,1164.0,351.05,864.55,1179.1,350.1,869.05,1182.0,355.95,876.1299999999999,1160.15,347.0,854.76,3786786,5245,1089767.6
1693,1186.0,350.1,875.04,1174.05,370.15,877.29,1196.8,371.95,887.8799999999999,1170.25,350.1,867.03,2420909,9180,1014890.8
1694,1171.2,372.0,879.74,1168.0,394.6,878.0,1180.0,399.0,889.6,1163.0,370.0,867.0200000000001,3831187,3122,1266308.8
1695,1189.8,394.0,883.7,1171.75,379.2,890.5899999999999,1189.8,394.9,903.9,1169.1,377.5,874.46,2026064,18375,872608.2
1696,1165.25,375.0,889.57,1161.8,380.45,882.6299999999999,1176.35,386.5,897.6099999999999,1160.0,375.0,878.2299999999999,1039522,11946,544330.2
1697,1165.0,384.7,889.5,1149.05,383.8,877.4400000000002,1167.0,386.9,899.76,1143.0,372.1,865.22,5087322,11263,1430469.6
1698,1160.0,388.0,889.4,1172.35,388.8,890.7400000000001,1181.0,392.0,900.61,1150.6,383.15,879.8799999999999,4079358,16694,1173950.2
1699,1183.0,391.0,897.5899999999999,1187.95,394.45,896.7,1198.0,401.4,907.9399999999999,1162.1,389.5,885.14,2702479,10233,807994.8
1700,1174.0,394.1,891.0200000000001,1215.2,388.6,897.96,1220.0,398.0,907.2,1174.0,385.3,881.1299999999999,1653865,8659,513551.4
1701,1224.95,389.3,903.8299999999999,1291.95,389.05,915.5000000000002,1319.0,393.0,928.5400000000002,1215.05,385.2,896.29,1316925,25179,494707.6
1702,1309.0,390.1,922.82,1285.05,387.2,906.5199999999999,1320.0,393.2,927.4399999999999,1260.0,384.85,898.07,2707855,18257,705938.8
1703,1288.0,388.95,909.0799999999999,1261.65,397.3,916.3299999999999,1300.0,399.9,926.5799999999999,1251.0,385.25,898.5300000000001,3890228,6234,1011683.4
1704,1284.0,404.0,926.1600000000001,1288.0,410.0,927.96,1300.0,411.9,936.1600000000001,1268.0,404.0,917.82,5415820,8397,1398392.8
1705,1296.0,415.0,931.8299999999999,1268.15,419.3,935.57,1298.95,430.9,948.53,1255.05,411.15,921.32,4348186,6523,1362243.8
1706,1271.0,413.0,937.4200000000001,1249.05,414.8,935.0800000000002,1276.45,421.0,947.39,1242.1,410.1,925.4599999999998,2535472,4727,927642.2
1707,1250.0,418.0,932.64,1263.8,418.5,931.9800000000001,1273.0,425.0,945.1,1250.0,411.0,923.0,2466134,9199,835274.0
1708,1265.0,429.7,936.64,1268.0,409.75,923.26,1291.0,429.7,941.8399999999999,1250.1,409.0,914.9599999999998,3684154,11169,980825.4
1709,1275.0,412.0,929.96,1266.9,420.1,925.64,1285.0,421.5,938.75,1260.2,410.25,919.1299999999999,3792624,8568,962885.6
1710,1280.0,424.4,936.26,1287.4,420.55,930.7300000000001,1299.8,428.8,944.5,1280.0,418.15,926.4399999999999,663569,3363,172971.0
1711,1298.9,423.0,934.78,1265.7,418.4,922.9,1298.9,423.0,937.96,1260.0,416.0,918.3399999999999,1779594,2637,609431.4
1712,1260.0,410.0,920.9399999999999,1250.65,417.35,914.6900000000002,1272.0,423.45,928.03,1246.0,402.25,906.65,2425246,2557,919957.2
1713,1260.0,424.0,921.9200000000001,1252.7,418.45,930.35,1270.0,426.85,938.29,1245.6,417.1,916.4,4776535,3216,1268430.0
1714,1240.0,418.45,929.0899999999999,1236.15,427.85,919.7299999999999,1240.0,429.5,937.1,1212.15,415.0,909.0899999999999,2043590,23587,702878.2
1715,1235.0,428.0,924.0,1226.0,435.9,908.01,1239.0,438.45,933.8700000000001,1218.25,424.0,896.99,2048330,12210,728518.2
1716,1221.0,438.8,910.96,1264.4,441.35,916.15,1268.0,448.8,929.6800000000001,1220.1,437.0,902.0600000000001,5496687,8640,1501295.6
1717,1268.0,441.35,917.8100000000001,1283.35,445.75,927.3699999999999,1299.0,448.9,939.3699999999999,1258.5,438.65,913.1700000000001,4150837,7618,1140335.8
1718,1290.0,450.0,938.32,1287.7,440.55,924.9200000000001,1291.9,450.0,940.5,1268.0,437.35,915.1200000000001,3253964,5055,881243.8
1719,1286.0,430.0,924.0,1304.5,438.05,919.64,1315.0,442.7,933.3399999999999,1280.25,430.0,910.15,3496771,9507,946011.8
1720,1308.0,440.0,929.4,1291.3,424.85,912.93,1315.95,441.4,937.1899999999999,1285.15,418.15,907.0600000000001,3643621,4356,1047631.4
1721,1291.3,420.2,913.1,1252.25,432.35,894.8599999999999,1294.7,437.8,919.2,1241.35,419.0,886.0799999999999,4882281,5932,1290449.8
1722,1256.0,438.45,900.95,1260.6,437.8,895.8700000000001,1266.6,441.0,911.28,1243.8,433.1,884.6299999999999,4096597,4448,1403753.4
1723,1267.0,441.8,893.5400000000002,1285.3,445.0,906.1200000000001,1293.7,450.95,914.0699999999999,1253.15,437.0,885.05,3433415,5785,1072658.2
